customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6182-8290,Female,1,No,No,42,No,No,No,No internet service,Yes,No,Yes,No internet service,Yes,One year,Yes,Electronic check,90.10,3833.98,No
6183-5841,Female,1,Yes,Yes,66,No,No phone service,DSL,No internet service,No internet service,No,Yes,No internet service,Yes,One year,Yes,Electronic check,93.44,6167.92,No
6184-8868,Female,1,No,Yes,25,Yes,No,No,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),119.06,2963.52,No
6185-1139,Female,0,Yes,No,68,No,Yes,No,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Electronic check,101.47,6916.04,No
6186-3133,Female,0,No,Yes,38,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),81.94,3121.06,Yes
6187-3827,Male,1,Yes,Yes,0,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Electronic check,37.46,25.98,No
6188-5971,Female,1,Yes,Yes,20,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,One year,Yes,Mailed check,29.92,596.47,No
6189-5102,Male,0,Yes,Yes,34,No,No,Fiber optic,No internet service,No,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),36.38,1222.12,No
6190-4349,Male,1,Yes,No,25,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),111.21,2829.95,No
6191-6655,Female,1,Yes,No,45,Yes,No,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,No,Mailed check,33.30,1543.22,No
6192-7255,Male,0,No,Yes,53,No,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),44.72,2375.84,No
6193-7928,Male,1,No,Yes,24,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,93.17,2224.87,No
6194-7705,Female,1,Yes,No,16,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),115.24,1837.24,No
6195-5209,Female,0,Yes,Yes,34,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,74.98,2583.45,No
6196-5615,Female,1,Yes,No,4,No,Yes,No,No,No,No internet service,Yes,Yes,Yes,One year,No,Bank transfer (automatic),100.09,430.72,No
6197-8214,Female,1,No,Yes,28,Yes,No phone service,No,No internet service,No,No,No,Yes,No,Month-to-month,No,Mailed check,94.05,2653.12,No
6198-6930,Male,1,Yes,Yes,53,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,34.36,1826.99,Yes
6199-8568,Female,0,Yes,Yes,44,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),106.47,4696.78,No
6200-8666,Female,1,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.18,1653.68,No
6201-6891,Male,1,No,No,18,No,No,DSL,No internet service,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,33.74,632.15,No
6202-9414,Female,1,Yes,Yes,24,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),35.57,836.06,No
6203-6509,Female,1,Yes,No,36,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,81.23,2940.16,No
6204-5354,Male,0,No,No,35,No,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),80.09,2821.76,Yes
6205-7327,Female,0,No,Yes,55,No,No phone service,DSL,No internet service,No,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),82.48,4577.29,No
6206-4833,Male,1,No,Yes,23,No,No,DSL,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),34.99,793.93,No
6207-1314,Male,1,Yes,Yes,54,No,No,Fiber optic,No internet service,No internet service,No,No,No,Yes,One year,No,Bank transfer (automatic),43.82,2368.87,Yes
6208-7529,Male,1,No,Yes,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),76.10,1044.32,No
6209-9438,Female,0,No,Yes,19,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No,Two year,No,Mailed check,62.96,1229.41,Yes
6210-2700,Female,0,No,No,56,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,97.98,5531.27,Yes
6211-3490,Female,0,Yes,Yes,3,Yes,No phone service,No,No internet service,Yes,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,69.68,204.31,Yes
6212-5830,Male,0,No,Yes,4,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,72.03,343.48,No
6213-5279,Female,0,No,Yes,28,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),73.33,2105.78,No
6214-2980,Male,0,Yes,Yes,69,No,No,No,No,No,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,79.12,5516.94,No
6215-7956,Female,0,Yes,No,69,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,86.17,6002.18,No
6216-6350,Female,1,No,No,36,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.11,1109.08,No
6217-1501,Male,0,Yes,Yes,64,No,No phone service,No,No,No,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),112.65,7246.87,No
6218-2122,Male,1,Yes,Yes,63,Yes,No,DSL,No internet service,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),72.65,4585.95,No
6219-2194,Female,1,Yes,Yes,3,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),119.94,411.06,Yes
6220-8309,Female,0,No,No,10,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,40.36,444.87,No
6221-4726,Female,0,Yes,Yes,1,No,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),83.01,101.09,Yes
6222-1751,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),32.64,93.58,Yes
6223-1479,Male,0,No,Yes,17,Yes,No,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),59.15,1042.33,No
6224-6132,Male,0,No,Yes,65,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),59.49,3916.53,Yes
6225-9204,Male,0,Yes,No,43,Yes,No phone service,No,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),63.04,2731.01,Yes
6226-2300,Female,0,Yes,No,58,Yes,No,No,Yes,Yes,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),42.38,2497.12,No
6227-7771,Male,0,No,Yes,56,No,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),38.96,2224.38,No
6228-3124,Male,0,Yes,Yes,24,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,69.30,1716.26,Yes
6229-1944,Female,1,Yes,No,65,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,Yes,Electronic check,49.62,3272.74,Yes
6230-1371,Male,0,No,Yes,57,Yes,No,No,No internet service,No,Yes,No,Yes,No,One year,Yes,Mailed check,29.44,1684.33,No
6231-1317,Male,1,No,Yes,6,No,No phone service,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,64.82,426.19,No
6232-2709,Male,1,Yes,No,3,No,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,100.82,346.25,Yes
6233-5485,Female,1,Yes,Yes,4,Yes,Yes,No,No internet service,No,No,No,No,No,Two year,Yes,Credit card (automatic),101.42,425.47,No
6234-6844,Male,0,Yes,Yes,30,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,27.72,835.51,No
6235-5290,Female,1,Yes,No,67,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),79.71,5389.05,No
6236-2204,Male,1,No,No,6,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,119.40,741.46,No
6237-2626,Male,1,No,No,25,No,Yes,No,Yes,No internet service,No,No internet service,No,No,Two year,Yes,Credit card (automatic),80.71,2049.28,No
6238-4508,Male,0,No,Yes,57,No,Yes,No,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,63.26,3596.76,No
6239-1524,Female,0,No,No,70,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),99.29,6968.73,Yes
6240-7169,Female,0,Yes,No,11,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No,Yes,Two year,No,Electronic check,68.26,767.77,Yes
6241-3969,Female,1,Yes,Yes,7,No,No,DSL,No,No,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),36.84,296.92,Yes
6242-2886,Female,1,Yes,Yes,20,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),82.34,1659.02,Yes
6243-2702,Female,0,Yes,No,64,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24.68,1601.81,No
6244-1819,Female,0,Yes,No,45,Yes,No,No,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,63.12,2873.76,Yes
6245-5154,Male,1,Yes,Yes,30,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,66.55,1979.87,No
6246-6751,Female,1,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,42.33,131.38,No
6247-8018,Female,0,No,No,52,No,No phone service,No,Yes,No,Yes,No,No internet service,No,One year,No,Mailed check,66.98,3503.96,No
6248-7150,Male,1,Yes,Yes,36,Yes,No,No,No internet service,No,Yes,Yes,No internet service,Yes,One year,No,Credit card (automatic),119.94,4318.39,No
6249-2129,Male,1,No,No,55,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Two year,No,Electronic check,66.97,3668.99,Yes
6250-8052,Male,1,Yes,No,40,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.54,4287.20,Yes
6251-2431,Female,0,Yes,Yes,58,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,58.54,3399.96,No
6252-1158,Male,1,Yes,No,24,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,115.60,2755.22,Yes
6253-5045,Male,0,Yes,No,3,Yes,No,No,Yes,No internet service,Yes,No,No,No,Two year,Yes,Mailed check,66.97,208.15,Yes
6254-8677,Male,1,Yes,Yes,43,No,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),33.76,1436.28,Yes
6255-6811,Male,1,No,No,46,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,One year,Yes,Mailed check,44.63,2060.66,Yes
6256-1304,Male,1,Yes,No,64,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,52.95,3430.17,No
6257-1070,Male,0,Yes,No,41,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,One year,No,Electronic check,51.75,2160.85,No
6258-9613,Female,0,No,Yes,65,No,No phone service,No,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),95.83,6275.30,No
6259-7961,Male,0,Yes,Yes,65,No,Yes,No,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,98.20,6433.48,No
6260-5935,Female,0,No,Yes,58,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,One year,No,Electronic check,68.39,4006.07,No
6261-2496,Female,0,Yes,Yes,72,Yes,Yes,No,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),61.62,4430.72,No
6262-8770,Female,1,Yes,No,0,No,No phone service,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),47.62,42.74,No
6263-6434,Female,0,No,No,29,No,No,DSL,Yes,Yes,No internet service,No,No,No internet service,Two year,No,Electronic check,48.28,1458.74,No
6264-6614,Female,1,No,No,35,Yes,No phone service,No,No,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),69.60,2432.24,No
6265-3470,Male,1,Yes,Yes,72,No,Yes,No,Yes,No internet service,No,Yes,No,No internet service,One year,No,Mailed check,51.34,3683.66,No
6266-2412,Male,0,No,No,59,No,No,No,Yes,No,No,No internet service,Yes,Yes,Two year,No,Electronic check,85.42,5071.44,No
6267-3417,Female,0,No,No,48,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.54,1094.36,No
6268-7156,Male,1,No,Yes,3,Yes,No,DSL,Yes,No,No,No,No,No internet service,One year,No,Credit card (automatic),48.50,161.58,No
6269-7797,Male,0,No,Yes,41,No,No phone service,DSL,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),102.59,4244.04,No
6270-7251,Female,0,No,Yes,71,No,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,117.02,8329.79,No
6271-6865,Female,1,No,Yes,24,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),95.68,2321.29,Yes
6272-2844,Male,0,No,Yes,49,No,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),91.08,4500.48,Yes
6273-5574,Female,1,No,No,72,No,No,No,No internet service,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),110.57,7994.32,Yes
6274-1710,Male,0,No,No,52,No,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),84.36,4433.35,Yes
6275-4764,Male,0,Yes,Yes,69,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,76.84,5333.89,No
6276-8526,Male,1,No,Yes,62,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.53,2206.16,No
6277-6261,Female,0,No,Yes,37,Yes,No,No,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,118.19,4430.15,Yes
6278-7650,Male,1,Yes,No,61,No,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.83,5338.77,No
6279-7265,Female,0,No,Yes,26,No,No phone service,DSL,No internet service,No,No,No internet service,No,No internet service,Two year,No,Credit card (automatic),84.77,2249.28,Yes
6280-3322,Female,0,Yes,Yes,35,Yes,No,No,Yes,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,70.18,2500.48,No
6281-1385,Female,0,Yes,No,24,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Two year,Yes,Credit card (automatic),36.21,898.94,No
6282-9555,Female,1,Yes,No,46,No,Yes,No,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),98.13,4561.54,No
6283-1882,Male,1,Yes,No,23,No,No phone service,No,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),94.91,2224.57,No
6284-4149,Female,1,No,Yes,9,No,No phone service,No,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,111.47,1010.93,No
6285-6373,Male,1,Yes,Yes,27,No,No phone service,DSL,No internet service,Yes,Yes,No,No,No internet service,One year,No,Electronic check,26.27,698.30,No
6286-1786,Female,1,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,60.99,3294.81,No
6287-7740,Male,1,No,No,65,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),89.66,5881.83,No
6288-8248,Male,0,No,No,35,Yes,Yes,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,99.97,3501.42,No
6289-8002,Female,0,No,No,43,Yes,Yes,No,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),86.90,3744.23,No
6290-3966,Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),63.41,4230.56,No
6291-5908,Male,0,No,No,10,No,No phone service,No,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),63.69,696.36,No
6292-1652,Female,0,Yes,Yes,49,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,No,One year,No,Credit card (automatic),38.09,1895.13,No
6293-2845,Male,1,Yes,No,32,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),31.72,1017.41,No
6294-2293,Male,0,No,No,31,Yes,No phone service,No,Yes,No,Yes,No,No internet service,Yes,One year,No,Mailed check,50.76,1628.10,No
6295-1849,Male,1,No,No,53,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,56.51,2978.06,No
6296-8980,Female,1,No,Yes,12,No,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),56.33,696.72,Yes
6297-7808,Male,1,No,No,71,No,No,No,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,27.63,1990.44,Yes
6298-7081,Male,1,Yes,Yes,28,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,92.72,2587.11,Yes
6299-5760,Male,0,Yes,No,35,Yes,No phone service,No,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,73.48,2610.53,Yes
6300-2871,Male,0,Yes,No,50,Yes,No,No,No internet service,No,No,No,No,Yes,Two year,No,Credit card (automatic),98.33,4953.46,No
6301-2739,Female,0,No,No,12,No,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,71.85,886.91,No
6302-4427,Male,1,No,Yes,50,Yes,No,DSL,Yes,No internet service,No,Yes,No,Yes,One year,Yes,Electronic check,45.01,2232.77,No
6303-1580,Female,0,Yes,No,8,No,Yes,No,No,Yes,Yes,No internet service,Yes,No,One year,No,Mailed check,102.70,803.52,Yes
6304-8609,Male,0,No,No,9,Yes,No phone service,No,No,No,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),82.71,770.50,Yes
6305-1147,Male,0,No,Yes,9,No,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,24.27,226.30,Yes
6306-1910,Female,1,No,Yes,52,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,99.23,5206.27,No
6307-5137,Female,1,No,Yes,68,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,No,One year,Yes,Electronic check,105.96,7236.46,No
6308-4199,Female,1,No,Yes,59,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,101.69,5979.92,No
6309-2148,Male,1,No,Yes,17,No,Yes,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,18.30,323.98,No
6310-7522,Male,1,Yes,No,64,Yes,Yes,DSL,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,78.77,5077.89,No
6311-8464,Male,0,Yes,Yes,71,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),31.68,2233.76,No
6312-3708,Male,0,Yes,Yes,39,No,Yes,DSL,No,No,No,Yes,No internet service,Yes,One year,No,Electronic check,46.29,1827.16,Yes
6313-7308,Female,0,Yes,Yes,19,Yes,No phone service,No,No,Yes,No,No internet service,Yes,Yes,One year,No,Mailed check,40.66,754.40,No
6314-2976,Female,0,No,Yes,0,No,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,One year,Yes,Electronic check,70.76,118.76,No
6315-2812,Male,1,No,No,18,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,109.09,2004.00,No
6316-7745,Female,0,No,Yes,41,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,24.01,1002.55,No
6317-2857,Female,1,No,No,22,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),42.59,996.17,Yes
6318-8996,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,58.64,2974.01,No
6319-1045,Female,1,Yes,No,50,No,No phone service,DSL,No,Yes,No,No,Yes,No internet service,Two year,Yes,Electronic check,49.49,2458.59,No
6320-4384,Male,1,Yes,Yes,37,No,No,No,No internet service,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),50.20,1907.38,No
6321-6344,Male,0,No,No,8,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),51.04,413.38,No
6322-8845,Male,0,No,No,23,Yes,No,No,No internet service,No,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,58.10,1333.22,No
6323-2123,Female,1,Yes,Yes,34,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),63.66,2162.40,Yes
6324-6192,Female,0,No,Yes,24,Yes,Yes,No,Yes,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,116.59,2834.19,No
6325-4042,Male,0,No,Yes,21,No,Yes,No,No,No,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.86,1373.54,No
6326-3763,Female,1,No,Yes,17,No,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),92.25,1567.71,No
6327-2727,Female,1,No,No,53,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,102.15,5472.71,No
6328-1737,Male,0,Yes,Yes,67,No,No phone service,No,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),71.27,4767.44,No
6329-1703,Male,1,Yes,Yes,52,Yes,No phone service,No,No,No,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,87.93,4616.91,No
6330-6579,Female,1,Yes,Yes,17,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),29.06,537.88,No
6331-9176,Female,0,No,No,35,No,Yes,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),49.81,1750.94,No
6332-2847,Male,0,No,Yes,8,No,No phone service,No,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),101.28,825.62,No
6333-4824,Female,1,No,No,44,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,Yes,One year,No,Mailed check,59.57,2632.91,No
6334-9982,Male,1,Yes,Yes,48,No,No phone service,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,60.05,2930.70,Yes
6335-7873,Male,1,Yes,No,66,No,No phone service,No,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.15,3533.95,No
6336-7128,Male,1,No,Yes,56,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.53,5066.59,No
6337-3325,Female,1,Yes,No,70,No,No,No,No internet service,No,Yes,Yes,No internet service,No,One year,No,Credit card (automatic),44.63,3122.80,No
6338-6553,Male,1,Yes,No,4,No,No,DSL,No,Yes,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,66.77,259.10,No
6339-4181,Male,0,Yes,Yes,36,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,No,One year,No,Credit card (automatic),106.04,3804.08,No
6340-2801,Female,1,No,Yes,14,No,No,No,No internet service,Yes,No internet service,Yes,No,No,One year,No,Bank transfer (automatic),103.14,1432.67,No
6341-5385,Female,0,No,No,52,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),95.56,5013.76,No
6342-4991,Female,0,No,Yes,25,No,No phone service,No,No internet service,No,No,No,No,Yes,Two year,No,Electronic check,98.59,2489.42,No
6343-5136,Male,0,No,Yes,42,No,Yes,DSL,Yes,No,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),118.42,4998.11,No
6344-4525,Male,1,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),86.27,5266.18,No
6345-3941,Female,0,No,Yes,58,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.51,2382.28,No
6346-1024,Female,1,No,Yes,48,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),20.59,990.95,Yes
6347-2981,Male,1,Yes,No,42,No,No,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),23.40,997.25,Yes
6348-9603,Female,1,Yes,Yes,55,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,32.33,1787.47,No
6349-4881,Male,0,Yes,No,40,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,100.70,4029.03,No
6350-5353,Male,0,Yes,No,4,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,No,Credit card (automatic),42.31,195.49,No
6351-4702,Male,0,No,Yes,22,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.36,886.73,Yes
6352-2949,Male,1,Yes,Yes,3,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),89.11,283.40,Yes
6353-8312,Male,0,Yes,Yes,72,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,48.56,3541.49,Yes
6354-2876,Female,1,Yes,No,59,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),80.35,4780.48,Yes
6355-1184,Female,1,No,No,2,Yes,No phone service,No,No internet service,No,No,No internet service,No,No,Two year,No,Electronic check,26.26,76.98,No
