Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product ID,Sales,Quantity,Discount,Profit
CA-2023-05968,2023-03-12,2023-03-19,Standard Class,CUST-7445,Corporate,United Kingdom,City-848,Scotland,57832,EMEA,Furniture,Bookcases,PROD-52634,1356.00,5,0.00,96.82
CA-2023-05969,2023-11-02,2023-11-07,Standard Class,CUST-5607,Home Office,United Kingdom,City-577,Scotland,38158,EMEA,Technology,Machines,PROD-62068,368.86,1,0.00,107.90
CA-2023-05970,2023-12-15,2023-12-17,Second Class,CUST-1355,Corporate,United Kingdom,City-122,Scotland,57414,EMEA,Furniture,Tables,PROD-53304,1094.74,3,0.10,-54.62
CA-2023-05971,2023-12-30,2023-12-31,Second Class,CUST-4746,Home Office,United States,City-809,California,45100,West,Technology,Phones,PROD-51656,2964.64,8,0.00,234.98
CA-2023-05972,2023-01-12,2023-01-19,Second Class,CUST-6128,Consumer,United Kingdom,City-219,Wales,95836,EMEA,Furniture,Tables,PROD-80005,1470.20,5,0.20,-90.00
CA-2023-05973,2023-09-25,2023-09-27,Same Day,CUST-9477,Home Office,United States,City-1003,New York,35439,West,Furniture,Tables,PROD-35539,420.42,1,0.00,73.99
CA-2023-05974,2023-09-01,2023-09-05,Second Class,CUST-9076,Corporate,United Kingdom,City-486,Scotland,34161,EMEA,Furniture,Chairs,PROD-54767,913.28,10,0.20,116.52
CA-2023-05975,2023-10-06,2023-10-13,Standard Class,CUST-9141,Home Office,United States,City-960,Colorado,65987,West,Office Supplies,Paper,PROD-87614,860.90,7,0.10,272.34
CA-2023-05976,2023-06-22,2023-06-25,Second Class,CUST-5370,Corporate,United Kingdom,City-691,Wales,28021,EMEA,Furniture,Chairs,PROD-89339,4179.70,10,0.00,363.47
CA-2023-05977,2023-03-29,2023-04-05,First Class,CUST-1694,Consumer,Canada,City-1165,Quebec,82977,Canada,Technology,Machines,PROD-52701,1504.80,10,0.00,402.05
CA-2023-05978,2023-11-26,2023-12-02,Second Class,CUST-2082,Home Office,Canada,City-952,Ontario,57855,Canada,Technology,Copiers,PROD-43454,1522.70,5,0.00,330.29
CA-2023-05979,2023-10-10,2023-10-15,Standard Class,CUST-6037,Home Office,United States,City-162,California,10893,West,Technology,Machines,PROD-68932,2013.69,7,0.00,116.77
CA-2023-05980,2023-10-31,2023-11-02,First Class,CUST-8738,Corporate,United States,City-1011,Washington,35223,West,Office Supplies,Storage,PROD-10559,1798.86,10,0.30,249.10
CA-2023-05981,2023-12-28,2023-12-29,First Class,CUST-2564,Corporate,United States,City-1015,Colorado,38995,West,Furniture,Tables,PROD-48614,4928.80,10,0.00,606.33
CA-2023-05982,2023-09-11,2023-09-14,Same Day,CUST-1488,Consumer,Canada,City-1013,Alberta,64975,Canada,Furniture,Chairs,PROD-69421,1030.24,8,0.00,89.47
CA-2023-05983,2023-07-04,2023-07-05,Standard Class,CUST-4032,Home Office,United States,City-1196,California,78550,West,Office Supplies,Storage,PROD-80856,774.65,6,0.30,69.15
CA-2023-05984,2023-09-24,2023-09-26,Standard Class,CUST-1619,Home Office,Canada,City-610,Ontario,16443,Canada,Technology,Machines,PROD-59536,2568.96,8,0.00,764.09
CA-2023-05985,2023-09-27,2023-10-01,Second Class,CUST-1284,Corporate,United Kingdom,City-95,Scotland,79814,EMEA,Furniture,Bookcases,PROD-29728,2104.33,7,0.10,454.14
CA-2023-05986,2023-09-30,2023-10-04,Standard Class,CUST-5371,Consumer,United Kingdom,City-743,Wales,94157,EMEA,Technology,Copiers,PROD-97820,182.19,1,0.00,60.72
CA-2023-05987,2023-08-08,2023-08-14,First Class,CUST-4464,Corporate,United States,City-689,New York,88316,West,Furniture,Bookcases,PROD-37784,569.06,6,0.30,-9.06
CA-2023-05988,2023-05-09,2023-05-11,Same Day,CUST-2699,Consumer,United Kingdom,City-854,England,87654,EMEA,Office Supplies,Storage,PROD-53263,3454.00,10,0.00,-100.69
CA-2023-05989,2023-02-10,2023-02-16,First Class,CUST-9370,Home Office,United States,City-1175,Colorado,61956,West,Office Supplies,Binders,PROD-28148,958.96,5,0.30,-47.24
CA-2023-05990,2023-10-29,2023-11-01,First Class,CUST-4507,Consumer,United Kingdom,City-30,Scotland,98950,EMEA,Furniture,Tables,PROD-14393,1222.30,5,0.00,111.68
CA-2023-05991,2023-12-21,2023-12-27,First Class,CUST-5045,Home Office,United States,City-696,Colorado,80576,West,Office Supplies,Binders,PROD-93860,82.30,4,0.20,26.24
CA-2023-05992,2023-12-30,2024-01-02,First Class,CUST-2930,Corporate,Canada,City-842,Quebec,65075,Canada,Office Supplies,Binders,PROD-39477,340.29,8,0.20,53.42
CA-2023-05993,2023-11-02,2023-11-05,Second Class,CUST-3533,Corporate,Canada,City-95,Alberta,67233,Canada,Office Supplies,Binders,PROD-96370,46.02,4,0.20,-4.00
CA-2023-05994,2023-06-13,2023-06-15,First Class,CUST-4139,Home Office,Canada,City-981,Alberta,79608,Canada,Office Supplies,Appliances,PROD-58630,2157.16,5,0.10,331.78
CA-2023-05995,2023-08-27,2023-08-28,Standard Class,CUST-2964,Home Office,Canada,City-1021,Ontario,20518,Canada,Furniture,Tables,PROD-68167,130.17,3,0.00,43.47
CA-2023-05996,2023-04-15,2023-04-17,Second Class,CUST-5899,Consumer,United States,City-769,Washington,19210,West,Technology,Phones,PROD-10557,483.23,2,0.20,142.87
CA-2023-05997,2023-11-14,2023-11-17,First Class,CUST-8353,Consumer,Canada,City-971,Alberta,43121,Canada,Furniture,Chairs,PROD-36415,1572.83,7,0.00,167.38
CA-2023-05998,2023-05-25,2023-05-26,First Class,CUST-5450,Corporate,United Kingdom,City-547,Wales,24765,EMEA,Furniture,Chairs,PROD-76813,2827.44,7,0.00,664.30
CA-2023-05999,2023-10-13,2023-10-14,Standard Class,CUST-4167,Home Office,United Kingdom,City-804,Wales,20482,EMEA,Furniture,Tables,PROD-72293,907.84,4,0.20,221.34
CA-2023-06000,2023-09-19,2023-09-21,First Class,CUST-1546,Home Office,United Kingdom,City-213,England,19647,EMEA,Technology,Phones,PROD-91420,705.92,2,0.00,137.10
CA-2023-06001,2023-01-10,2023-01-13,Second Class,CUST-3048,Home Office,Canada,City-340,Quebec,99822,Canada,Technology,Machines,PROD-88117,706.32,9,0.00,218.61
CA-2023-06002,2023-08-01,2023-08-08,Second Class,CUST-7875,Consumer,Canada,City-677,Ontario,15305,Canada,Technology,Accessories,PROD-92651,1234.27,5,0.30,29.54
CA-2023-06003,2023-02-12,2023-02-15,First Class,CUST-7862,Consumer,Canada,City-865,Alberta,38244,Canada,Office Supplies,Storage,PROD-86517,810.04,2,0.00,-36.95
CA-2023-06004,2023-03-11,2023-03-18,Second Class,CUST-9566,Consumer,United Kingdom,City-408,Scotland,89940,EMEA,Furniture,Tables,PROD-96412,1304.61,3,0.10,16.60
CA-2023-06005,2023-10-03,2023-10-08,Second Class,CUST-4893,Corporate,Canada,City-922,Ontario,80603,Canada,Technology,Phones,PROD-91091,1990.40,8,0.00,318.44
CA-2023-06006,2023-03-16,2023-03-17,Second Class,CUST-9618,Consumer,United States,City-370,Washington,79005,West,Technology,Phones,PROD-49939,2790.78,6,0.00,59.01
CA-2023-06007,2023-05-01,2023-05-03,Second Class,CUST-1699,Corporate,United States,City-224,New York,84216,West,Furniture,Bookcases,PROD-62402,1834.24,8,0.00,241.57
CA-2023-06008,2023-04-26,2023-04-28,Second Class,CUST-9566,Corporate,United Kingdom,City-932,England,75219,EMEA,Furniture,Chairs,PROD-69490,3611.60,8,0.00,988.55
CA-2023-06009,2023-05-16,2023-05-23,Same Day,CUST-2943,Corporate,United States,City-927,Washington,79385,West,Office Supplies,Paper,PROD-47017,3449.74,8,0.10,706.17
CA-2023-06010,2023-03-30,2023-04-04,Standard Class,CUST-9744,Consumer,United States,City-206,Washington,89932,West,Technology,Accessories,PROD-14719,824.99,4,0.30,100.24
CA-2023-06011,2023-08-08,2023-08-12,Same Day,CUST-9476,Corporate,United States,City-722,California,13959,West,Furniture,Bookcases,PROD-78970,547.04,4,0.30,25.66
CA-2023-06012,2023-10-24,2023-10-30,First Class,CUST-5540,Consumer,Canada,City-130,Ontario,14639,Canada,Technology,Machines,PROD-57232,2442.53,9,0.20,-192.12
CA-2023-06013,2023-03-07,2023-03-13,Second Class,CUST-8252,Consumer,United States,City-1009,Colorado,37659,West,Office Supplies,Storage,PROD-29374,885.28,6,0.30,53.55
CA-2023-06014,2023-10-25,2023-11-01,Standard Class,CUST-4460,Corporate,United States,City-978,Washington,13183,West,Furniture,Bookcases,PROD-22239,2343.33,9,0.00,636.08
CA-2023-06015,2023-11-03,2023-11-07,Second Class,CUST-7401,Home Office,Canada,City-15,Quebec,47850,Canada,Technology,Phones,PROD-28047,381.82,4,0.10,41.26
CA-2023-06016,2023-06-28,2023-06-29,Standard Class,CUST-7077,Consumer,Canada,City-1035,Ontario,69871,Canada,Office Supplies,Paper,PROD-98623,670.95,9,0.00,205.39
CA-2023-06017,2023-06-17,2023-06-21,Standard Class,CUST-1476,Home Office,Canada,City-127,Alberta,28289,Canada,Office Supplies,Paper,PROD-80232,4833.40,10,0.00,269.67
CA-2023-06018,2023-02-14,2023-02-18,First Class,CUST-7019,Home Office,Canada,City-896,Quebec,48964,Canada,Furniture,Tables,PROD-95648,2173.25,6,0.20,712.26
CA-2023-06019,2023-04-14,2023-04-17,First Class,CUST-2263,Consumer,United Kingdom,City-575,England,55399,EMEA,Office Supplies,Appliances,PROD-20483,160.38,3,0.10,46.71
CA-2023-06020,2023-08-25,2023-08-31,Standard Class,CUST-6015,Consumer,United States,City-711,Colorado,87954,West,Technology,Copiers,PROD-31161,1581.76,4,0.00,16.86
CA-2023-06021,2023-11-11,2023-11-17,First Class,CUST-5540,Corporate,United Kingdom,City-337,Wales,76614,EMEA,Technology,Accessories,PROD-56833,557.17,2,0.10,25.23
CA-2023-06022,2023-06-28,2023-07-02,Same Day,CUST-5273,Home Office,Canada,City-15,Quebec,39622,Canada,Office Supplies,Binders,PROD-18431,928.22,4,0.20,64.35
CA-2023-06023,2023-01-03,2023-01-07,Second Class,CUST-9392,Home Office,United Kingdom,City-694,Scotland,71268,EMEA,Office Supplies,Paper,PROD-95638,18.78,3,0.00,-0.78
CA-2023-06024,2023-01-16,2023-01-18,Same Day,CUST-8134,Home Office,United Kingdom,City-399,Scotland,73413,EMEA,Furniture,Bookcases,PROD-64723,283.65,1,0.00,97.83
CA-2023-06025,2023-04-22,2023-04-27,Same Day,CUST-1393,Consumer,Canada,City-225,Quebec,72126,Canada,Furniture,Chairs,PROD-30922,2479.20,10,0.00,725.27
CA-2023-06026,2023-07-01,2023-07-02,Same Day,CUST-4121,Consumer,Canada,City-146,Quebec,97235,Canada,Furniture,Chairs,PROD-65095,198.40,10,0.20,23.82
CA-2023-06027,2023-09-04,2023-09-11,Same Day,CUST-3486,Consumer,United States,City-769,New York,33429,West,Office Supplies,Appliances,PROD-99460,23.59,1,0.00,4.25
CA-2023-06028,2023-05-26,2023-05-29,Same Day,CUST-4946,Home Office,United Kingdom,City-828,England,94365,EMEA,Technology,Machines,PROD-27377,2439.90,9,0.00,354.70
CA-2023-06029,2023-05-14,2023-05-21,Same Day,CUST-4417,Home Office,United States,City-917,California,92387,West,Technology,Copiers,PROD-22630,304.10,5,0.00,80.60
CA-2023-06030,2023-12-14,2023-12-19,Second Class,CUST-7467,Corporate,United Kingdom,City-766,Scotland,50491,EMEA,Technology,Phones,PROD-65640,1245.36,8,0.00,163.76
CA-2023-06031,2023-09-21,2023-09-28,First Class,CUST-7014,Corporate,Canada,City-1000,Quebec,24779,Canada,Furniture,Bookcases,PROD-42286,2765.64,7,0.10,-84.29
CA-2023-06032,2023-12-17,2023-12-20,First Class,CUST-3264,Consumer,Canada,City-648,Quebec,99650,Canada,Office Supplies,Storage,PROD-51939,3782.80,10,0.00,-35.15
CA-2023-06033,2023-04-27,2023-05-03,Standard Class,CUST-3296,Corporate,United States,City-1197,New York,26063,West,Technology,Phones,PROD-78793,504.64,2,0.30,-9.04
CA-2023-06034,2023-02-13,2023-02-15,Second Class,CUST-3587,Corporate,United Kingdom,City-489,England,43494,EMEA,Office Supplies,Binders,PROD-57868,1645.98,7,0.00,-99.90
CA-2023-06035,2023-04-04,2023-04-05,Same Day,CUST-2301,Consumer,Canada,City-1126,Alberta,60408,Canada,Office Supplies,Binders,PROD-22313,242.42,9,0.30,-5.18
CA-2023-06036,2023-11-25,2023-12-02,First Class,CUST-7012,Consumer,United States,City-1096,California,33416,West,Office Supplies,Paper,PROD-88938,668.34,9,0.00,17.29
CA-2023-06037,2023-12-29,2024-01-03,Second Class,CUST-6202,Home Office,Canada,City-788,Alberta,56484,Canada,Technology,Accessories,PROD-53565,1631.43,9,0.00,33.72
CA-2023-06038,2023-05-02,2023-05-09,Standard Class,CUST-6301,Home Office,United States,City-194,Washington,66551,West,Furniture,Bookcases,PROD-69527,493.84,4,0.30,81.13
CA-2023-06039,2023-04-01,2023-04-07,Same Day,CUST-3380,Corporate,Canada,City-149,Quebec,27343,Canada,Office Supplies,Appliances,PROD-98076,4403.90,10,0.00,594.69
CA-2023-06040,2023-03-09,2023-03-10,Second Class,CUST-4631,Consumer,United Kingdom,City-127,England,45789,EMEA,Technology,Machines,PROD-39080,684.78,2,0.30,38.28
CA-2023-06041,2023-11-20,2023-11-27,Same Day,CUST-3831,Home Office,Canada,City-1072,Ontario,15404,Canada,Office Supplies,Paper,PROD-29154,2265.27,7,0.00,406.13
CA-2023-06042,2023-12-07,2023-12-11,Standard Class,CUST-1642,Consumer,Canada,City-386,Ontario,14319,Canada,Office Supplies,Appliances,PROD-50710,2738.70,9,0.00,679.14
CA-2023-06043,2023-08-03,2023-08-08,Same Day,CUST-4461,Consumer,Canada,City-1109,Alberta,16915,Canada,Office Supplies,Paper,PROD-66653,1758.00,4,0.00,-114.58
CA-2023-06044,2023-11-07,2023-11-09,First Class,CUST-7183,Consumer,United Kingdom,City-241,Wales,58715,EMEA,Technology,Accessories,PROD-88629,1755.76,10,0.20,-47.66
CA-2023-06045,2023-11-07,2023-11-08,First Class,CUST-7046,Corporate,United Kingdom,City-856,England,88735,EMEA,Office Supplies,Paper,PROD-98628,250.00,2,0.00,32.89
CA-2023-06046,2023-01-20,2023-01-21,Second Class,CUST-4609,Corporate,United States,City-467,California,14046,West,Furniture,Tables,PROD-49222,857.06,2,0.00,224.83
CA-2023-06047,2023-10-22,2023-10-28,Same Day,CUST-7296,Corporate,Canada,City-282,Alberta,42902,Canada,Office Supplies,Binders,PROD-59386,201.32,2,0.00,58.01
CA-2023-06048,2023-09-18,2023-09-22,Same Day,CUST-2526,Corporate,United States,City-904,California,35584,West,Office Supplies,Storage,PROD-32583,668.35,2,0.20,-45.09
CA-2023-06049,2023-06-01,2023-06-07,Same Day,CUST-9092,Consumer,Canada,City-1182,Quebec,10651,Canada,Furniture,Chairs,PROD-56288,1439.37,3,0.00,300.02
CA-2023-06050,2023-12-11,2023-12-15,Second Class,CUST-6799,Home Office,United States,City-1043,Washington,82937,West,Furniture,Chairs,PROD-64180,1077.36,8,0.00,191.22
CA-2023-06051,2023-08-31,2023-09-04,Standard Class,CUST-7328,Home Office,United States,City-731,New York,67740,West,Technology,Machines,PROD-69353,85.60,3,0.30,24.91
CA-2023-06052,2023-07-14,2023-07-17,Standard Class,CUST-7450,Corporate,United States,City-910,Washington,29449,West,Office Supplies,Appliances,PROD-58384,35.13,1,0.00,-2.49
CA-2023-06053,2023-02-05,2023-02-09,Standard Class,CUST-2862,Corporate,United Kingdom,City-132,Wales,52982,EMEA,Technology,Accessories,PROD-50137,1388.12,4,0.00,-105.47
CA-2023-06054,2023-02-14,2023-02-19,Same Day,CUST-4220,Consumer,United States,City-993,California,27621,West,Technology,Accessories,PROD-48419,240.63,3,0.00,31.25
CA-2023-06055,2023-12-15,2023-12-16,Standard Class,CUST-1195,Consumer,United Kingdom,City-292,Wales,91534,EMEA,Office Supplies,Binders,PROD-10494,80.88,4,0.00,-0.30
CA-2023-06056,2023-05-26,2023-06-02,First Class,CUST-8339,Corporate,United Kingdom,City-461,England,29306,EMEA,Technology,Copiers,PROD-46884,174.10,5,0.00,-9.46
CA-2023-06057,2023-01-29,2023-02-01,Second Class,CUST-6391,Home Office,Canada,City-1104,Alberta,68720,Canada,Office Supplies,Paper,PROD-30110,127.40,1,0.30,-2.43
CA-2023-06058,2023-11-12,2023-11-14,Standard Class,CUST-2438,Home Office,Canada,City-520,Alberta,50153,Canada,Furniture,Tables,PROD-55805,286.92,4,0.30,-10.57
CA-2023-06059,2023-04-21,2023-04-23,Same Day,CUST-5696,Consumer,United States,City-1061,Washington,33980,West,Furniture,Chairs,PROD-56018,885.49,2,0.10,-20.07
CA-2023-06060,2023-08-23,2023-08-28,Second Class,CUST-8967,Home Office,United Kingdom,City-1054,England,15573,EMEA,Office Supplies,Appliances,PROD-93160,184.98,2,0.20,62.23
CA-2023-06061,2023-03-27,2023-03-31,Second Class,CUST-7044,Consumer,United States,City-112,Colorado,33858,West,Office Supplies,Appliances,PROD-58251,1036.48,4,0.00,266.84
CA-2023-06062,2023-06-27,2023-07-03,Second Class,CUST-8233,Corporate,United States,City-462,New York,20434,West,Office Supplies,Appliances,PROD-26840,896.48,4,0.20,47.05
CA-2023-06063,2023-04-20,2023-04-22,Standard Class,CUST-1449,Corporate,Canada,City-8,Quebec,36759,Canada,Office Supplies,Binders,PROD-60183,1221.99,6,0.30,203.72
CA-2023-06064,2023-04-23,2023-04-29,Second Class,CUST-3217,Corporate,United Kingdom,City-30,Wales,27906,EMEA,Furniture,Bookcases,PROD-23583,486.00,9,0.00,4.80
CA-2023-06065,2023-07-28,2023-07-31,Second Class,CUST-5447,Consumer,United Kingdom,City-263,England,85556,EMEA,Furniture,Chairs,PROD-72236,2396.25,10,0.10,97.27
CA-2023-06066,2023-02-13,2023-02-18,Second Class,CUST-7199,Home Office,United States,City-468,Washington,46399,West,Furniture,Chairs,PROD-33719,2398.41,7,0.10,724.66
CA-2023-06067,2023-04-16,2023-04-22,First Class,CUST-8703,Home Office,United Kingdom,City-855,England,19368,EMEA,Technology,Phones,PROD-70905,1855.71,9,0.10,231.48
CA-2023-06068,2023-01-23,2023-01-29,Standard Class,CUST-3954,Consumer,United States,City-62,California,86197,West,Technology,Accessories,PROD-57733,426.12,1,0.10,77.66
CA-2023-06069,2023-11-06,2023-11-09,First Class,CUST-2134,Home Office,United Kingdom,City-178,England,60596,EMEA,Office Supplies,Appliances,PROD-56987,3318.70,10,0.00,1014.70
CA-2023-06070,2023-11-14,2023-11-15,Same Day,CUST-1665,Consumer,Canada,City-309,Alberta,13501,Canada,Furniture,Chairs,PROD-93124,1655.36,7,0.00,541.55
CA-2023-06071,2023-04-23,2023-04-27,Standard Class,CUST-4111,Home Office,Canada,City-979,Ontario,40109,Canada,Office Supplies,Storage,PROD-63201,565.18,2,0.20,165.08
CA-2023-06072,2023-09-22,2023-09-25,First Class,CUST-4032,Home Office,United Kingdom,City-584,Scotland,94139,EMEA,Technology,Machines,PROD-57886,2792.85,9,0.30,7.42
CA-2023-06073,2023-04-24,2023-04-29,First Class,CUST-2785,Consumer,United Kingdom,City-636,Scotland,40156,EMEA,Office Supplies,Appliances,PROD-20482,760.88,2,0.00,127.14
CA-2023-06074,2023-08-03,2023-08-05,Same Day,CUST-8407,Consumer,Canada,City-863,Alberta,75757,Canada,Furniture,Chairs,PROD-32930,1823.88,6,0.00,228.44
CA-2023-06075,2023-08-27,2023-09-02,First Class,CUST-7506,Home Office,United States,City-1017,New York,89532,West,Furniture,Chairs,PROD-99766,775.86,3,0.00,101.68
CA-2023-06076,2023-05-28,2023-06-02,Second Class,CUST-2561,Consumer,Canada,City-747,Alberta,98179,Canada,Furniture,Chairs,PROD-83827,1817.04,4,0.00,-99.89
CA-2023-06077,2023-04-17,2023-04-19,Same Day,CUST-3519,Home Office,United States,City-594,Colorado,62879,West,Furniture,Chairs,PROD-74218,1331.20,4,0.20,71.06
CA-2023-06078,2023-04-27,2023-05-04,Standard Class,CUST-1691,Consumer,Canada,City-96,Quebec,36349,Canada,Technology,Accessories,PROD-63769,638.42,3,0.20,185.36
CA-2023-06079,2023-01-21,2023-01-22,Same Day,CUST-4875,Corporate,Canada,City-1089,Alberta,44245,Canada,Office Supplies,Binders,PROD-10164,1150.80,4,0.00,-50.76
CA-2023-06080,2023-01-22,2023-01-28,Second Class,CUST-9892,Consumer,United States,City-1167,Colorado,28185,West,Furniture,Chairs,PROD-85197,1596.00,4,0.00,-52.23
CA-2023-06081,2023-12-05,2023-12-11,Standard Class,CUST-5672,Consumer,Canada,City-194,Quebec,82527,Canada,Furniture,Bookcases,PROD-81981,2505.60,6,0.10,131.96
CA-2023-06082,2023-07-04,2023-07-08,Standard Class,CUST-3040,Consumer,United Kingdom,City-602,Scotland,57170,EMEA,Technology,Phones,PROD-93526,2984.66,7,0.00,128.32
CA-2023-06083,2023-06-03,2023-06-07,Same Day,CUST-4231,Corporate,United Kingdom,City-629,Scotland,42211,EMEA,Technology,Machines,PROD-30209,1598.70,5,0.00,181.64
CA-2023-06084,2023-05-23,2023-05-30,Same Day,CUST-8452,Consumer,Canada,City-777,Alberta,17178,Canada,Furniture,Chairs,PROD-11187,796.60,2,0.00,-36.54
CA-2023-06085,2023-08-04,2023-08-11,First Class,CUST-5103,Home Office,United Kingdom,City-971,England,85235,EMEA,Office Supplies,Binders,PROD-24077,354.96,4,0.10,114.08
CA-2023-06086,2023-01-23,2023-01-28,Same Day,CUST-2829,Corporate,Canada,City-630,Quebec,87080,Canada,Office Supplies,Appliances,PROD-96090,2468.34,10,0.10,516.43
CA-2023-06087,2023-12-02,2023-12-08,Standard Class,CUST-8783,Corporate,United Kingdom,City-298,Scotland,17108,EMEA,Technology,Machines,PROD-74328,1289.60,8,0.00,260.43
CA-2023-06088,2023-03-02,2023-03-03,First Class,CUST-2101,Corporate,Canada,City-272,Quebec,57934,Canada,Technology,Phones,PROD-84873,1983.96,9,0.20,198.65
CA-2023-06089,2023-09-09,2023-09-16,Second Class,CUST-1699,Consumer,United Kingdom,City-533,Scotland,97183,EMEA,Office Supplies,Paper,PROD-66482,491.97,7,0.10,86.59
CA-2023-06090,2023-11-02,2023-11-08,First Class,CUST-3440,Consumer,Canada,City-1168,Quebec,90736,Canada,Office Supplies,Paper,PROD-66977,172.65,5,0.00,25.54
CA-2023-06091,2023-05-04,2023-05-11,Second Class,CUST-2651,Corporate,United States,City-930,Colorado,53588,West,Office Supplies,Storage,PROD-47736,673.34,3,0.20,25.58
CA-2023-06092,2023-02-07,2023-02-14,First Class,CUST-9643,Corporate,United Kingdom,City-559,Scotland,58648,EMEA,Furniture,Tables,PROD-29882,2344.98,6,0.00,309.35
CA-2023-06093,2023-10-31,2023-11-03,Same Day,CUST-8197,Corporate,United States,City-902,Colorado,12089,West,Technology,Machines,PROD-34155,1062.45,3,0.00,357.97
CA-2023-06094,2023-06-14,2023-06-17,Same Day,CUST-6008,Consumer,United States,City-1038,California,52944,West,Technology,Copiers,PROD-73477,1930.84,5,0.20,3.30
CA-2023-06095,2023-08-31,2023-09-06,Standard Class,CUST-5431,Home Office,Canada,City-1141,Ontario,76208,Canada,Technology,Machines,PROD-86252,2394.32,9,0.30,774.84
CA-2023-06096,2023-03-03,2023-03-09,Same Day,CUST-1482,Home Office,United States,City-1190,New York,73625,West,Office Supplies,Storage,PROD-62173,1071.50,3,0.20,38.63
CA-2023-06097,2023-02-15,2023-02-22,Same Day,CUST-9996,Consumer,United States,City-690,Washington,99955,West,Technology,Machines,PROD-16970,1065.64,5,0.10,283.80
CA-2023-06098,2023-07-15,2023-07-19,Standard Class,CUST-2833,Corporate,Canada,City-892,Ontario,69707,Canada,Furniture,Bookcases,PROD-90958,316.45,1,0.00,-7.94
CA-2023-06099,2023-01-12,2023-01-13,Second Class,CUST-6051,Consumer,United States,City-330,California,16526,West,Office Supplies,Paper,PROD-10013,504.28,7,0.00,141.98
CA-2023-06100,2023-03-07,2023-03-09,First Class,CUST-7554,Consumer,United States,City-467,California,71326,West,Office Supplies,Storage,PROD-86881,1223.28,3,0.00,-92.97
CA-2023-06101,2023-11-27,2023-12-02,Standard Class,CUST-3830,Consumer,United Kingdom,City-41,Wales,51781,EMEA,Furniture,Tables,PROD-99349,17.43,1,0.10,2.71
CA-2023-06102,2023-10-24,2023-10-27,First Class,CUST-9722,Corporate,Canada,City-805,Quebec,36284,Canada,Office Supplies,Paper,PROD-25058,230.28,3,0.00,74.74
CA-2023-06103,2023-03-01,2023-03-08,Second Class,CUST-5899,Home Office,United Kingdom,City-946,Scotland,10486,EMEA,Technology,Phones,PROD-86104,232.74,9,0.00,78.21
CA-2023-06104,2023-07-10,2023-07-15,Second Class,CUST-4057,Corporate,Canada,City-728,Ontario,21424,Canada,Office Supplies,Appliances,PROD-71241,1154.82,3,0.00,276.82
CA-2023-06105,2023-11-26,2023-11-27,First Class,CUST-8254,Corporate,United States,City-1039,Colorado,26032,West,Office Supplies,Binders,PROD-34835,346.25,1,0.10,19.91
CA-2023-06106,2023-06-23,2023-06-24,Same Day,CUST-8785,Consumer,United States,City-356,Washington,80497,West,Office Supplies,Paper,PROD-71364,1259.20,5,0.20,95.82
CA-2023-06107,2023-04-07,2023-04-14,Standard Class,CUST-2014,Home Office,United States,City-356,California,35408,West,Technology,Machines,PROD-81721,3174.88,9,0.10,440.25
CA-2023-06108,2023-09-12,2023-09-18,Standard Class,CUST-9098,Corporate,Canada,City-942,Alberta,13265,Canada,Technology,Copiers,PROD-70778,174.80,1,0.00,29.21
CA-2023-06109,2023-07-17,2023-07-19,Same Day,CUST-4082,Corporate,United Kingdom,City-70,Wales,80673,EMEA,Technology,Accessories,PROD-26265,1456.08,7,0.30,222.92
CA-2023-06110,2023-01-24,2023-01-29,Second Class,CUST-6310,Home Office,United States,City-588,Washington,92885,West,Technology,Machines,PROD-74701,569.38,5,0.10,78.93
CA-2023-06111,2023-09-22,2023-09-25,First Class,CUST-5208,Corporate,United States,City-239,Colorado,23822,West,Furniture,Bookcases,PROD-33172,318.71,3,0.10,93.43
CA-2023-06112,2023-06-06,2023-06-10,Same Day,CUST-8297,Consumer,Canada,City-893,Ontario,41802,Canada,Technology,Phones,PROD-80398,1653.41,6,0.20,128.13
CA-2023-06113,2023-03-27,2023-03-30,Standard Class,CUST-5410,Corporate,United Kingdom,City-1112,England,21167,EMEA,Furniture,Bookcases,PROD-76682,1361.42,7,0.30,423.87
CA-2023-06114,2023-07-23,2023-07-24,First Class,CUST-6369,Home Office,United States,City-685,New York,21455,West,Office Supplies,Binders,PROD-20734,304.93,1,0.30,-1.37
CA-2023-06115,2023-04-24,2023-04-25,First Class,CUST-9524,Corporate,Canada,City-718,Alberta,69084,Canada,Furniture,Tables,PROD-40401,2773.12,7,0.00,-111.68
CA-2023-06116,2023-02-13,2023-02-14,Same Day,CUST-6370,Consumer,United Kingdom,City-394,Wales,96049,EMEA,Office Supplies,Paper,PROD-63426,805.10,5,0.00,28.01
CA-2023-06117,2023-02-22,2023-02-24,Same Day,CUST-1211,Home Office,Canada,City-566,Ontario,11680,Canada,Technology,Copiers,PROD-76535,1065.10,5,0.00,143.16
CA-2023-06118,2023-03-12,2023-03-19,First Class,CUST-4105,Consumer,Canada,City-735,Alberta,97104,Canada,Furniture,Tables,PROD-28639,1530.90,9,0.30,393.71
CA-2023-06119,2023-11-16,2023-11-21,First Class,CUST-1524,Corporate,United States,City-339,New York,95503,West,Technology,Accessories,PROD-59309,279.54,6,0.00,61.02
