ride_id,rideable_type,started_at,ended_at,start_station_name,end_station_name,member_casual,trip_duration_sec,start_lat,start_lng,end_lat,end_lng
20240627-04843,electric_bike,2024-06-27T05:01:00,2024-06-27T05:22:21,Broadway & E 22 St,Broadway & E 22 St,member,1281,40.740947,-73.98916,40.740305,-73.989762
20240629-04844,electric_bike,2024-06-29T00:27:00,2024-06-29T01:00:04,W 52 St & 5 Ave,Lafayette St & E 8 St,casual,1984,40.758034,-73.978389,40.7297,-73.991683
20240629-04845,electric_bike,2024-06-29T15:48:00,2024-06-29T16:21:59,Broadway & E 22 St,Lafayette St & E 8 St,member,2039,40.739934,-73.989549,40.729881,-73.991461
20240609-04846,classic_bike,2024-06-09T00:21:00,2024-06-09T01:01:18,Metropolitan Ave & Meeker Ave,Pershing Square N,casual,2418,40.713515,-73.951848,40.752125,-73.977951
20240624-04847,electric_bike,2024-06-24T03:35:00,2024-06-24T04:29:52,W 52 St & 5 Ave,Lafayette St & E 8 St,casual,3292,40.758352,-73.979323,40.730703,-73.991835
20240613-04848,classic_bike,2024-06-13T15:20:00,2024-06-13T15:31:43,Pershing Square N,Lafayette St & E 8 St,casual,703,40.751302,-73.97797,40.730614,-73.991176
20240602-04849,classic_bike,2024-06-02T13:18:00,2024-06-02T13:21:12,Broadway & E 22 St,Broadway & E 22 St,casual,192,40.739794,-73.989496,40.73977,-73.989832
20240620-04850,classic_bike,2024-06-20T00:07:00,2024-06-20T00:20:52,Metropolitan Ave & Meeker Ave,Bond St & Schermerhorn St,casual,832,40.714526,-73.951598,40.688952,-73.9854
20240604-04851,classic_bike,2024-06-04T00:53:00,2024-06-04T01:15:36,W 52 St & 5 Ave,Lafayette St & E 8 St,member,1356,40.758399,-73.979169,40.730247,-73.991281
20240619-04852,classic_bike,2024-06-19T20:28:00,2024-06-19T20:53:51,Pershing Square N,Broadway & E 22 St,member,1551,40.751465,-73.978117,40.74073,-73.990148
20240606-04853,classic_bike,2024-06-06T11:40:00,2024-06-06T11:48:39,Pershing Square N,Metropolitan Ave & Meeker Ave,casual,519,40.751705,-73.977878,40.713918,-73.952097
20240613-04854,classic_bike,2024-06-13T13:40:00,2024-06-13T14:06:41,Broadway & E 22 St,Pershing Square N,casual,1601,40.740775,-73.989172,40.751692,-73.977047
20240610-04855,electric_bike,2024-06-10T15:48:00,2024-06-10T16:21:41,Broadway & E 22 St,W 52 St & 5 Ave,member,2021,40.740052,-73.989656,40.758446,-73.978989
20240627-04856,electric_bike,2024-06-27T14:18:00,2024-06-27T15:08:28,Pershing Square N,Metropolitan Ave & Meeker Ave,casual,3028,40.752107,-73.977694,40.71451,-73.951644
20240607-04857,electric_bike,2024-06-07T03:33:00,2024-06-07T03:40:53,Broadway & E 22 St,Bond St & Schermerhorn St,member,473,40.740362,-73.98944,40.688676,-73.984681
20240607-04858,classic_bike,2024-06-07T06:33:00,2024-06-07T06:39:14,Bond St & Schermerhorn St,Lafayette St & E 8 St,member,374,40.687875,-73.98486,40.7303,-73.991806
20240626-04859,electric_bike,2024-06-26T06:56:00,2024-06-26T07:07:38,Pershing Square N,Bond St & Schermerhorn St,member,698,40.751482,-73.978008,40.688824,-73.985447
20240623-04860,classic_bike,2024-06-23T00:04:00,2024-06-23T01:01:33,Lafayette St & E 8 St,Bond St & Schermerhorn St,casual,3453,40.729562,-73.991427,40.68864,-73.98458
20240619-04861,classic_bike,2024-06-19T09:04:00,2024-06-19T09:14:50,Pershing Square N,W 52 St & 5 Ave,casual,650,40.752325,-73.977176,40.758913,-73.97824
20240603-04862,electric_bike,2024-06-03T21:37:00,2024-06-03T22:10:38,W 52 St & 5 Ave,Lafayette St & E 8 St,casual,2018,40.758308,-73.978133,40.730882,-73.991639
20240620-04863,classic_bike,2024-06-20T11:10:00,2024-06-20T11:40:45,W 52 St & 5 Ave,Broadway & E 22 St,member,1845,40.758383,-73.978034,40.740901,-73.98923
20240624-04864,classic_bike,2024-06-24T07:52:00,2024-06-24T08:23:50,Broadway & E 22 St,Metropolitan Ave & Meeker Ave,member,1910,40.740748,-73.990211,40.71344,-73.951805
20240621-04865,classic_bike,2024-06-21T19:12:00,2024-06-21T19:47:07,Pershing Square N,W 52 St & 5 Ave,casual,2107,40.75236,-73.978075,40.758419,-73.978042
20240617-04866,classic_bike,2024-06-17T14:04:00,2024-06-17T14:19:42,W 52 St & 5 Ave,W 52 St & 5 Ave,casual,942,40.758401,-73.978891,40.75849,-73.977983
20240611-04867,electric_bike,2024-06-11T00:11:00,2024-06-11T01:06:42,Bond St & Schermerhorn St,Pershing Square N,casual,3342,40.687911,-73.984988,40.751328,-73.977481
20240622-04868,classic_bike,2024-06-22T11:42:00,2024-06-22T11:48:25,Lafayette St & E 8 St,Bond St & Schermerhorn St,casual,385,40.73053,-73.991345,40.688289,-73.985208
20240608-04869,classic_bike,2024-06-08T08:14:00,2024-06-08T09:13:40,Bond St & Schermerhorn St,Pershing Square N,member,3580,40.688673,-73.9846,40.751805,-73.977053
20240621-04870,electric_bike,2024-06-21T14:39:00,2024-06-21T15:29:11,W 52 St & 5 Ave,W 52 St & 5 Ave,member,3011,40.758519,-73.978341,40.758713,-73.978533
20240610-04871,classic_bike,2024-06-10T08:06:00,2024-06-10T08:52:11,Lafayette St & E 8 St,Broadway & E 22 St,member,2771,40.730445,-73.991608,40.740592,-73.989928
20240617-04872,classic_bike,2024-06-17T17:46:00,2024-06-17T18:03:42,Pershing Square N,Broadway & E 22 St,member,1062,40.75254,-73.978296,40.740027,-73.988988
20240629-04873,electric_bike,2024-06-29T16:29:00,2024-06-29T16:41:23,Broadway & E 22 St,W 52 St & 5 Ave,casual,743,40.739681,-73.990169,40.758874,-73.978382
20240621-04874,classic_bike,2024-06-21T19:47:00,2024-06-21T20:03:10,Metropolitan Ave & Meeker Ave,Lafayette St & E 8 St,member,970,40.714324,-73.951572,40.730122,-73.991213
20240619-04875,electric_bike,2024-06-19T11:25:00,2024-06-19T12:22:22,Lafayette St & E 8 St,Metropolitan Ave & Meeker Ave,member,3442,40.730688,-73.991405,40.714254,-73.951824
20240607-04876,classic_bike,2024-06-07T22:02:00,2024-06-07T22:50:51,W 52 St & 5 Ave,Pershing Square N,member,2931,40.757933,-73.97901,40.752043,-73.978283
20240629-04877,classic_bike,2024-06-29T02:26:00,2024-06-29T02:56:13,Lafayette St & E 8 St,Lafayette St & E 8 St,member,1813,40.729892,-73.991624,40.729518,-73.991078
20240606-04878,classic_bike,2024-06-06T11:52:00,2024-06-06T12:29:43,Metropolitan Ave & Meeker Ave,Lafayette St & E 8 St,casual,2263,40.714781,-73.951683,40.72971,-73.991533
20240618-04879,classic_bike,2024-06-18T23:04:00,2024-06-18T23:41:20,Metropolitan Ave & Meeker Ave,Pershing Square N,casual,2240,40.714221,-73.951114,40.751217,-73.978321
20240607-04880,electric_bike,2024-06-07T21:06:00,2024-06-07T21:45:14,Lafayette St & E 8 St,Lafayette St & E 8 St,casual,2354,40.73006,-73.991621,40.730681,-73.991068
20240602-04881,electric_bike,2024-06-02T07:21:00,2024-06-02T08:10:03,W 52 St & 5 Ave,Bond St & Schermerhorn St,casual,2943,40.758153,-73.978674,40.687894,-73.984185
20240630-04882,electric_bike,2024-06-30T01:24:00,2024-06-30T01:50:17,Broadway & E 22 St,Broadway & E 22 St,casual,1577,40.739714,-73.989681,40.740771,-73.989582
20240621-04883,classic_bike,2024-06-21T16:01:00,2024-06-21T16:25:26,Metropolitan Ave & Meeker Ave,Pershing Square N,casual,1466,40.714247,-73.951969,40.751532,-73.97711
20240602-04884,classic_bike,2024-06-02T03:12:00,2024-06-02T03:43:08,W 52 St & 5 Ave,Pershing Square N,casual,1868,40.75842,-73.978359,40.752352,-73.977131
20240613-04885,classic_bike,2024-06-13T15:18:00,2024-06-13T15:34:18,Pershing Square N,Metropolitan Ave & Meeker Ave,casual,978,40.75222,-73.977898,40.714427,-73.952208
20240617-04886,classic_bike,2024-06-17T18:20:00,2024-06-17T18:45:04,Broadway & E 22 St,Bond St & Schermerhorn St,casual,1504,40.740388,-73.989717,40.687936,-73.984372
20240604-04887,classic_bike,2024-06-04T15:56:00,2024-06-04T16:34:06,Broadway & E 22 St,Pershing Square N,member,2286,40.739974,-73.990003,40.751313,-73.977747
20240625-04888,classic_bike,2024-06-25T09:02:00,2024-06-25T09:13:33,Lafayette St & E 8 St,W 52 St & 5 Ave,member,693,40.729524,-73.991783,40.758807,-73.979025
20240610-04889,classic_bike,2024-06-10T20:55:00,2024-06-10T21:15:32,Lafayette St & E 8 St,Bond St & Schermerhorn St,member,1232,40.729623,-73.991034,40.687828,-73.984473
20240614-04890,classic_bike,2024-06-14T23:50:00,2024-06-15T00:04:34,Bond St & Schermerhorn St,Bond St & Schermerhorn St,member,874,40.68843,-73.985378,40.688566,-73.984557
20240625-04891,classic_bike,2024-06-25T00:30:00,2024-06-25T01:02:28,Lafayette St & E 8 St,W 52 St & 5 Ave,casual,1948,40.729839,-73.991078,40.758269,-73.978964
20240629-04892,classic_bike,2024-06-29T01:33:00,2024-06-29T02:06:09,Broadway & E 22 St,Pershing Square N,casual,1989,40.740083,-73.989198,40.751726,-73.977854
20240625-04893,classic_bike,2024-06-25T02:09:00,2024-06-25T02:32:54,Broadway & E 22 St,Pershing Square N,member,1434,40.740026,-73.989565,40.752224,-73.977401
20240612-04894,electric_bike,2024-06-12T07:15:00,2024-06-12T07:49:53,Metropolitan Ave & Meeker Ave,Bond St & Schermerhorn St,member,2093,40.713645,-73.952258,40.688178,-73.985261
20240621-04895,classic_bike,2024-06-21T12:49:00,2024-06-21T13:12:42,Broadway & E 22 St,Metropolitan Ave & Meeker Ave,member,1422,40.740221,-73.989058,40.713745,-73.952024
20240615-04896,classic_bike,2024-06-15T23:29:00,2024-06-15T23:52:11,Metropolitan Ave & Meeker Ave,Metropolitan Ave & Meeker Ave,member,1391,40.714097,-73.952043,40.714831,-73.951597
20240610-04897,electric_bike,2024-06-10T21:08:00,2024-06-10T21:26:00,Metropolitan Ave & Meeker Ave,Pershing Square N,casual,1080,40.713994,-73.951439,40.75118,-73.977191
20240626-04898,electric_bike,2024-06-26T12:09:00,2024-06-26T12:57:26,Bond St & Schermerhorn St,Metropolitan Ave & Meeker Ave,casual,2906,40.688345,-73.98495,40.713556,-73.951047
20240622-04899,classic_bike,2024-06-22T01:25:00,2024-06-22T02:07:27,Metropolitan Ave & Meeker Ave,Bond St & Schermerhorn St,casual,2547,40.714531,-73.951144,40.68852,-73.985447
20240627-04900,classic_bike,2024-06-27T05:06:00,2024-06-27T05:51:23,W 52 St & 5 Ave,Metropolitan Ave & Meeker Ave,casual,2723,40.75845,-73.979245,40.714806,-73.951085
20240628-04901,classic_bike,2024-06-28T18:50:00,2024-06-28T19:11:40,Lafayette St & E 8 St,Pershing Square N,member,1300,40.730309,-73.990821,40.751655,-73.978304
20240606-04902,electric_bike,2024-06-06T11:59:00,2024-06-06T12:58:14,Metropolitan Ave & Meeker Ave,Metropolitan Ave & Meeker Ave,member,3554,40.713512,-73.95143,40.71472,-73.951999
20240605-04903,classic_bike,2024-06-05T07:58:00,2024-06-05T08:51:31,Bond St & Schermerhorn St,Pershing Square N,casual,3211,40.688881,-73.985077,40.75166,-73.977483
20240603-04904,electric_bike,2024-06-03T14:44:00,2024-06-03T15:23:50,Broadway & E 22 St,Lafayette St & E 8 St,member,2390,40.740201,-73.989521,40.730547,-73.991426
20240606-04905,electric_bike,2024-06-06T15:16:00,2024-06-06T16:13:59,Bond St & Schermerhorn St,W 52 St & 5 Ave,casual,3479,40.689113,-73.98421,40.758692,-73.97821
20240629-04906,classic_bike,2024-06-29T10:58:00,2024-06-29T11:22:13,Lafayette St & E 8 St,Metropolitan Ave & Meeker Ave,casual,1453,40.729858,-73.990983,40.713748,-73.951083
20240602-04907,electric_bike,2024-06-02T18:36:00,2024-06-02T19:33:07,Broadway & E 22 St,Pershing Square N,casual,3427,40.739889,-73.990116,40.751365,-73.978072
20240605-04908,classic_bike,2024-06-05T16:04:00,2024-06-05T16:32:10,Broadway & E 22 St,Lafayette St & E 8 St,casual,1690,40.740217,-73.989853,40.730708,-73.991746
20240624-04909,classic_bike,2024-06-24T02:14:00,2024-06-24T02:47:51,Broadway & E 22 St,Bond St & Schermerhorn St,casual,2031,40.740541,-73.989852,40.689016,-73.984765
20240616-04910,classic_bike,2024-06-16T13:51:00,2024-06-16T14:44:39,Lafayette St & E 8 St,Bond St & Schermerhorn St,member,3219,40.730163,-73.991491,40.688434,-73.984384
20240611-04911,classic_bike,2024-06-11T05:07:00,2024-06-11T05:09:51,Pershing Square N,Metropolitan Ave & Meeker Ave,casual,171,40.752467,-73.977194,40.714555,-73.952157
20240601-04912,classic_bike,2024-06-01T05:07:00,2024-06-01T05:28:12,Metropolitan Ave & Meeker Ave,W 52 St & 5 Ave,member,1272,40.714153,-73.951577,40.758566,-73.978255
20240610-04913,electric_bike,2024-06-10T10:37:00,2024-06-10T10:56:53,Broadway & E 22 St,Broadway & E 22 St,member,1193,40.739976,-73.989085,40.739727,-73.989265
20240607-04914,electric_bike,2024-06-07T15:16:00,2024-06-07T15:37:30,W 52 St & 5 Ave,Metropolitan Ave & Meeker Ave,member,1290,40.758468,-73.978561,40.714832,-73.951561
20240628-04915,classic_bike,2024-06-28T09:15:00,2024-06-28T09:46:33,Broadway & E 22 St,W 52 St & 5 Ave,casual,1893,40.739909,-73.989968,40.759091,-73.978754
20240615-04916,classic_bike,2024-06-15T15:55:00,2024-06-15T16:46:36,Metropolitan Ave & Meeker Ave,W 52 St & 5 Ave,casual,3096,40.713672,-73.951396,40.75848,-73.978037
20240630-04917,classic_bike,2024-06-30T13:30:00,2024-06-30T13:40:00,Lafayette St & E 8 St,Metropolitan Ave & Meeker Ave,member,600,40.730243,-73.990689,40.713834,-73.951459
20240630-04918,classic_bike,2024-06-30T09:53:00,2024-06-30T10:39:20,Metropolitan Ave & Meeker Ave,Metropolitan Ave & Meeker Ave,member,2780,40.714214,-73.951734,40.71408,-73.951406
20240610-04919,classic_bike,2024-06-10T14:42:00,2024-06-10T15:26:53,Bond St & Schermerhorn St,Pershing Square N,casual,2693,40.688482,-73.984232,40.751819,-73.977387
20240618-04920,electric_bike,2024-06-18T09:12:00,2024-06-18T09:42:32,Pershing Square N,Bond St & Schermerhorn St,member,1832,40.751261,-73.977489,40.688509,-73.984533
20240620-04921,classic_bike,2024-06-20T17:11:00,2024-06-20T17:15:07,Pershing Square N,Broadway & E 22 St,member,247,40.751247,-73.977978,40.740352,-73.989171
20240619-04922,classic_bike,2024-06-19T06:35:00,2024-06-19T06:51:50,Pershing Square N,Metropolitan Ave & Meeker Ave,member,1010,40.752344,-73.977932,40.714237,-73.951685
20240629-04923,electric_bike,2024-06-29T20:00:00,2024-06-29T20:51:11,Metropolitan Ave & Meeker Ave,Bond St & Schermerhorn St,member,3071,40.713718,-73.951236,40.688183,-73.984758
20240608-04924,electric_bike,2024-06-08T23:37:00,2024-06-09T00:20:02,Pershing Square N,Lafayette St & E 8 St,member,2582,40.751582,-73.977483,40.730242,-73.990708
20240627-04925,classic_bike,2024-06-27T19:05:00,2024-06-27T19:55:50,Broadway & E 22 St,Bond St & Schermerhorn St,casual,3050,40.740569,-73.98917,40.688583,-73.984638
20240621-04926,classic_bike,2024-06-21T10:24:00,2024-06-21T11:10:07,Lafayette St & E 8 St,Pershing Square N,casual,2767,40.730022,-73.991945,40.752078,-73.977534
20240621-04927,electric_bike,2024-06-21T06:11:00,2024-06-21T06:22:07,Bond St & Schermerhorn St,Bond St & Schermerhorn St,member,667,40.688244,-73.984429,40.688265,-73.984084
20240603-04928,classic_bike,2024-06-03T02:11:00,2024-06-03T02:16:08,Lafayette St & E 8 St,Metropolitan Ave & Meeker Ave,casual,308,40.730216,-73.990769,40.713799,-73.951971
20240626-04929,classic_bike,2024-06-26T02:19:00,2024-06-26T02:44:06,Metropolitan Ave & Meeker Ave,Pershing Square N,casual,1506,40.713733,-73.95166,40.752416,-73.978138
20240628-04930,classic_bike,2024-06-28T14:44:00,2024-06-28T14:51:20,Metropolitan Ave & Meeker Ave,Lafayette St & E 8 St,casual,440,40.713673,-73.95227,40.730214,-73.991035
20240605-04931,classic_bike,2024-06-05T17:13:00,2024-06-05T18:12:18,Metropolitan Ave & Meeker Ave,Broadway & E 22 St,member,3558,40.714612,-73.952255,40.740032,-73.989991
20240601-04932,classic_bike,2024-06-01T12:18:00,2024-06-01T12:26:23,Lafayette St & E 8 St,Bond St & Schermerhorn St,casual,503,40.729968,-73.991117,40.688771,-73.985385
20240602-04933,classic_bike,2024-06-02T10:45:00,2024-06-02T11:30:49,Metropolitan Ave & Meeker Ave,Bond St & Schermerhorn St,casual,2749,40.71463,-73.952082,40.688524,-73.98475
20240611-04934,classic_bike,2024-06-11T09:52:00,2024-06-11T10:04:21,Bond St & Schermerhorn St,W 52 St & 5 Ave,casual,741,40.688208,-73.984289,40.758799,-73.978904
20240628-04935,classic_bike,2024-06-28T02:23:00,2024-06-28T03:14:15,Bond St & Schermerhorn St,W 52 St & 5 Ave,member,3075,40.688023,-73.985142,40.758707,-73.978882
20240618-04936,classic_bike,2024-06-18T08:19:00,2024-06-18T08:23:41,Pershing Square N,Bond St & Schermerhorn St,casual,281,40.751499,-73.977414,40.688965,-73.984512
20240615-04937,classic_bike,2024-06-15T10:24:00,2024-06-15T10:39:12,Bond St & Schermerhorn St,W 52 St & 5 Ave,member,912,40.689029,-73.984195,40.758082,-73.978625
20240609-04938,electric_bike,2024-06-09T23:29:00,2024-06-10T00:28:33,W 52 St & 5 Ave,Pershing Square N,member,3573,40.757862,-73.979222,40.751639,-73.977475
20240628-04939,classic_bike,2024-06-28T13:17:00,2024-06-28T13:52:23,Bond St & Schermerhorn St,Pershing Square N,casual,2123,40.688624,-73.984142,40.751394,-73.977999
20240613-04940,electric_bike,2024-06-13T13:13:00,2024-06-13T13:32:14,Metropolitan Ave & Meeker Ave,W 52 St & 5 Ave,casual,1154,40.713878,-73.952281,40.759024,-73.978358
20240611-04941,electric_bike,2024-06-11T19:07:00,2024-06-11T19:34:03,W 52 St & 5 Ave,W 52 St & 5 Ave,casual,1623,40.759022,-73.978307,40.758299,-73.978397
20240624-04942,classic_bike,2024-06-24T06:53:00,2024-06-24T07:26:16,Lafayette St & E 8 St,Bond St & Schermerhorn St,casual,1996,40.730082,-73.990615,40.688913,-73.985406
20240604-04943,electric_bike,2024-06-04T05:36:00,2024-06-04T06:05:09,Bond St & Schermerhorn St,W 52 St & 5 Ave,casual,1749,40.687778,-73.985435,40.758356,-73.978662
20240610-04944,classic_bike,2024-06-10T07:03:00,2024-06-10T07:56:56,W 52 St & 5 Ave,Lafayette St & E 8 St,member,3236,40.758476,-73.97886,40.729848,-73.990999
20240615-04945,classic_bike,2024-06-15T23:40:00,2024-06-16T00:08:56,Lafayette St & E 8 St,Pershing Square N,member,1736,40.730558,-73.991218,40.751747,-73.977859
20240621-04946,electric_bike,2024-06-21T12:21:00,2024-06-21T12:23:00,Metropolitan Ave & Meeker Ave,Lafayette St & E 8 St,member,120,40.714703,-73.951304,40.730887,-73.990936
20240607-04947,electric_bike,2024-06-07T12:51:00,2024-06-07T13:49:13,Metropolitan Ave & Meeker Ave,Metropolitan Ave & Meeker Ave,casual,3493,40.714346,-73.95107,40.714417,-73.951499
20240606-04948,classic_bike,2024-06-06T21:37:00,2024-06-06T21:52:23,Pershing Square N,Broadway & E 22 St,member,923,40.751508,-73.977809,40.740945,-73.989514
20240624-04949,classic_bike,2024-06-24T02:48:00,2024-06-24T02:58:41,W 52 St & 5 Ave,Pershing Square N,member,641,40.759168,-73.978127,40.751177,-73.977504
20240606-04950,electric_bike,2024-06-06T06:44:00,2024-06-06T07:09:12,W 52 St & 5 Ave,Bond St & Schermerhorn St,member,1512,40.757998,-73.978953,40.688966,-73.985349
20240621-04951,electric_bike,2024-06-21T19:58:00,2024-06-21T20:13:04,Lafayette St & E 8 St,Metropolitan Ave & Meeker Ave,member,904,40.730464,-73.991849,40.713523,-73.951673
20240606-04952,classic_bike,2024-06-06T04:43:00,2024-06-06T05:21:30,Broadway & E 22 St,Lafayette St & E 8 St,member,2310,40.739932,-73.989546,40.729848,-73.991442
20240617-04953,classic_bike,2024-06-17T07:46:00,2024-06-17T08:37:15,Lafayette St & E 8 St,Bond St & Schermerhorn St,member,3075,40.730079,-73.991476,40.688341,-73.984334
20240614-04954,classic_bike,2024-06-14T11:26:00,2024-06-14T12:17:31,Pershing Square N,W 52 St & 5 Ave,casual,3091,40.751698,-73.978169,40.758788,-73.979019
20240605-04955,electric_bike,2024-06-05T09:35:00,2024-06-05T09:47:16,Broadway & E 22 St,Broadway & E 22 St,member,736,40.739979,-73.989138,40.74068,-73.989865
20240610-04956,classic_bike,2024-06-10T17:52:00,2024-06-10T18:02:21,Metropolitan Ave & Meeker Ave,Broadway & E 22 St,casual,621,40.71423,-73.951652,40.740353,-73.989515
20240623-04957,electric_bike,2024-06-23T12:49:00,2024-06-23T13:45:22,Metropolitan Ave & Meeker Ave,Lafayette St & E 8 St,casual,3382,40.71464,-73.951194,40.730449,-73.991053
20240627-04958,electric_bike,2024-06-27T23:39:00,2024-06-28T00:30:02,Metropolitan Ave & Meeker Ave,Bond St & Schermerhorn St,member,3062,40.714464,-73.95146,40.688453,-73.985085
20240616-04959,electric_bike,2024-06-16T00:57:00,2024-06-16T01:16:27,Broadway & E 22 St,Pershing Square N,member,1167,40.739739,-73.988958,40.751566,-73.977649
20240619-04960,classic_bike,2024-06-19T00:56:00,2024-06-19T01:48:31,W 52 St & 5 Ave,Bond St & Schermerhorn St,casual,3151,40.758066,-73.978393,40.687787,-73.985057
20240629-04961,classic_bike,2024-06-29T02:33:00,2024-06-29T03:19:01,W 52 St & 5 Ave,Metropolitan Ave & Meeker Ave,casual,2761,40.758347,-73.978346,40.714147,-73.951979
20240625-04962,electric_bike,2024-06-25T01:09:00,2024-06-25T01:38:40,W 52 St & 5 Ave,W 52 St & 5 Ave,casual,1780,40.758328,-73.978721,40.75892,-73.978885
20240616-04963,classic_bike,2024-06-16T10:57:00,2024-06-16T11:02:38,Pershing Square N,Pershing Square N,member,338,40.75207,-73.97838,40.752301,-73.978007
20240616-04964,electric_bike,2024-06-16T15:11:00,2024-06-16T15:56:56,Metropolitan Ave & Meeker Ave,Metropolitan Ave & Meeker Ave,member,2756,40.713773,-73.950913,40.713932,-73.951309
20240618-04965,electric_bike,2024-06-18T20:48:00,2024-06-18T21:30:18,Pershing Square N,Metropolitan Ave & Meeker Ave,casual,2538,40.75227,-73.977302,40.714677,-73.951356
20240625-04966,classic_bike,2024-06-25T15:28:00,2024-06-25T15:55:32,Lafayette St & E 8 St,Broadway & E 22 St,member,1652,40.730269,-73.991384,40.740157,-73.989305
20240612-04967,classic_bike,2024-06-12T12:47:00,2024-06-12T13:29:43,Bond St & Schermerhorn St,Pershing Square N,member,2563,40.689115,-73.984682,40.751639,-73.977134
20240629-04968,electric_bike,2024-06-29T05:36:00,2024-06-29T06:17:59,Broadway & E 22 St,Pershing Square N,member,2519,40.740275,-73.989243,40.751794,-73.977325
20240607-04969,classic_bike,2024-06-07T20:31:00,2024-06-07T21:00:57,Metropolitan Ave & Meeker Ave,Pershing Square N,member,1797,40.713613,-73.951818,40.751555,-73.977431
20240616-04970,electric_bike,2024-06-16T04:49:00,2024-06-16T05:13:52,Bond St & Schermerhorn St,Metropolitan Ave & Meeker Ave,casual,1492,40.687921,-73.9853,40.714459,-73.95228
20240625-04971,classic_bike,2024-06-25T23:46:00,2024-06-26T00:41:42,Broadway & E 22 St,W 52 St & 5 Ave,member,3342,40.739827,-73.988986,40.758719,-73.978485
20240611-04972,classic_bike,2024-06-11T20:34:00,2024-06-11T21:15:29,Pershing Square N,Metropolitan Ave & Meeker Ave,member,2489,40.751736,-73.977412,40.714581,-73.951364
20240614-04973,electric_bike,2024-06-14T20:24:00,2024-06-14T20:34:53,Lafayette St & E 8 St,Lafayette St & E 8 St,casual,653,40.729945,-73.991849,40.730698,-73.991695
20240619-04974,classic_bike,2024-06-19T23:16:00,2024-06-19T23:29:34,Bond St & Schermerhorn St,Lafayette St & E 8 St,member,814,40.687806,-73.985394,40.730591,-73.991017
20240621-04975,electric_bike,2024-06-21T20:09:00,2024-06-21T20:42:06,Bond St & Schermerhorn St,Metropolitan Ave & Meeker Ave,casual,1986,40.688486,-73.985253,40.713486,-73.951208
20240605-04976,classic_bike,2024-06-05T08:36:00,2024-06-05T08:52:01,Metropolitan Ave & Meeker Ave,Pershing Square N,member,961,40.71356,-73.951727,40.752175,-73.977924
20240616-04977,classic_bike,2024-06-16T03:58:00,2024-06-16T04:41:56,Broadway & E 22 St,Bond St & Schermerhorn St,member,2636,40.739657,-73.98892,40.68889,-73.984529
20240617-04978,electric_bike,2024-06-17T15:08:00,2024-06-17T15:54:31,W 52 St & 5 Ave,Pershing Square N,member,2791,40.758161,-73.97927,40.751417,-73.977393
20240605-04979,classic_bike,2024-06-05T08:17:00,2024-06-05T08:19:23,Bond St & Schermerhorn St,W 52 St & 5 Ave,member,143,40.688963,-73.98466,40.758497,-73.979261
20240604-04980,electric_bike,2024-06-04T23:44:00,2024-06-04T23:47:41,W 52 St & 5 Ave,Lafayette St & E 8 St,casual,221,40.759035,-73.978127,40.730435,-73.991619
20240607-04981,electric_bike,2024-06-07T18:30:00,2024-06-07T18:56:38,W 52 St & 5 Ave,Lafayette St & E 8 St,member,1598,40.758988,-73.978875,40.729743,-73.990576
20240629-04982,classic_bike,2024-06-29T20:28:00,2024-06-29T20:55:05,Bond St & Schermerhorn St,Broadway & E 22 St,member,1625,40.687983,-73.984083,40.73988,-73.990007
20240610-04983,classic_bike,2024-06-10T16:27:00,2024-06-10T17:12:11,W 52 St & 5 Ave,W 52 St & 5 Ave,member,2711,40.757848,-73.978367,40.758132,-73.978944
20240620-04984,electric_bike,2024-06-20T21:19:00,2024-06-20T22:09:00,W 52 St & 5 Ave,Lafayette St & E 8 St,member,3000,40.758841,-73.978624,40.730549,-73.991141
20240630-04985,classic_bike,2024-06-30T13:48:00,2024-06-30T14:00:33,Metropolitan Ave & Meeker Ave,Bond St & Schermerhorn St,casual,753,40.713905,-73.95195,40.6889,-73.984313
20240611-04986,classic_bike,2024-06-11T09:15:00,2024-06-11T10:11:41,Bond St & Schermerhorn St,Bond St & Schermerhorn St,member,3401,40.687814,-73.984503,40.687999,-73.985262
20240610-04987,electric_bike,2024-06-10T19:30:00,2024-06-10T20:19:28,Bond St & Schermerhorn St,Lafayette St & E 8 St,member,2968,40.687999,-73.985166,40.730881,-73.990755
20240612-04988,classic_bike,2024-06-12T05:25:00,2024-06-12T05:43:06,Bond St & Schermerhorn St,Pershing Square N,member,1086,40.688418,-73.984257,40.7521,-73.977872
20240630-04989,classic_bike,2024-06-30T01:56:00,2024-06-30T02:05:24,W 52 St & 5 Ave,Metropolitan Ave & Meeker Ave,member,564,40.759035,-73.978646,40.713516,-73.952098
20240620-04990,classic_bike,2024-06-20T11:45:00,2024-06-20T12:07:22,Metropolitan Ave & Meeker Ave,W 52 St & 5 Ave,casual,1342,40.714615,-73.951837,40.758972,-73.978915
20240618-04991,electric_bike,2024-06-18T16:36:00,2024-06-18T17:20:33,Pershing Square N,Pershing Square N,member,2673,40.751796,-73.978084,40.75177,-73.977989
20240626-04992,electric_bike,2024-06-26T02:42:00,2024-06-26T03:20:51,Bond St & Schermerhorn St,Pershing Square N,casual,2331,40.688773,-73.984164,40.752225,-73.977899
20240628-04993,classic_bike,2024-06-28T14:32:00,2024-06-28T14:36:58,Pershing Square N,Bond St & Schermerhorn St,member,298,40.751586,-73.977462,40.687843,-73.984927
